review_id,order_details_id,rating,review_text,review_date
1260,76900,2,"Disappointed, expected better.",2024-07-23
1261,6586,5,"Exactly as described, will buy again.",2026-05-23
1262,65830,4,"Really happy with this purchase, great quality!",2025-03-10
1263,88332,5,Good value for money.,2026-07-04
1264,84469,4,"Loved it, fits perfectly.",2025-02-14
1265,63528,4,"Exactly as described, will buy again.",2026-07-20
1266,36656,3,"It's okay, expected a bit better.",2026-08-04
1267,51563,5,"Really happy with this purchase, great quality!",2026-04-09
1268,88546,4,Good value for money.,2025-04-14
1269,10922,5,Good value for money.,2026-02-20
1270,6096,5,"Nice product, fast delivery too.",2026-09-06
1271,92061,3,"Average quality, does the job.",2026-09-02
1272,39046,5,"Exactly as described, will buy again.",2026-07-17
1273,51870,5,"Exactly as described, will buy again.",2026-02-09
1274,85956,3,"It's okay, expected a bit better.",2026-05-08
1275,86391,3,"It's okay, expected a bit better.",2026-06-23
1276,25001,4,"Exactly as described, will buy again.",2026-01-23
1277,20427,5,"Really happy with this purchase, great quality!",2026-08-16
1278,21710,5,,2025-05-25
1279,8999,3,Decent product for the price.,2025-12-25
1280,61112,4,"Nice product, fast delivery too.",2026-06-13
1281,23258,4,Good value for money.,2025-10-15
1282,95509,4,"Nice product, fast delivery too.",2026-09-10
1283,35192,5,"Exactly as described, will buy again.",2024-01-02
1284,81079,5,"Nice product, fast delivery too.",2025-04-23
1285,74703,5,Good value for money.,2026-08-01
1286,24793,5,"Exactly as described, will buy again.",2025-10-30
1287,51751,4,"Really happy with this purchase, great quality!",2026-02-12
1288,86687,4,"Nice product, fast delivery too.",2026-01-31
1289,32849,5,"Loved it, fits perfectly.",2024-08-02
1290,65689,2,"Disappointed, expected better.",2025-12-18
1291,57875,5,"Exactly as described, will buy again.",2026-07-10
1292,29883,5,"Nice product, fast delivery too.",2026-09-05
1293,73888,4,"Exactly as described, will buy again.",2026-08-25
1294,73993,3,"Average quality, does the job.",2026-09-02
1295,85918,5,"Exactly as described, will buy again.",2026-05-24
1296,28672,2,Not satisfied with the quality.,2025-08-02
1297,31281,4,"Nice product, fast delivery too.",2026-08-30
1298,47250,2,Product did not match the description.,2025-07-28
1299,81309,5,"Loved it, fits perfectly.",2025-10-19
1300,11742,5,"Nice product, fast delivery too.",2026-04-09
1301,6810,2,Product did not match the description.,2025-02-24
1302,33772,3,"Average quality, does the job.",2025-08-15
1303,31968,1,"Disappointed, expected better.",2026-02-04
1304,53863,5,"Nice product, fast delivery too.",2025-11-12
1305,57091,3,"Average quality, does the job.",2025-04-04
1306,9257,5,"Loved it, fits perfectly.",2026-04-03
1307,49706,3,,2026-06-30
1308,59074,4,"Loved it, fits perfectly.",2026-08-06
1309,83607,4,"Loved it, fits perfectly.",2025-03-18
1310,92836,5,"Really happy with this purchase, great quality!",2025-02-15
1311,67288,5,"Exactly as described, will buy again.",2026-05-24
1312,32133,3,,2026-09-03
1313,38560,5,"Loved it, fits perfectly.",2025-04-21
1314,35842,5,"Loved it, fits perfectly.",2024-10-30
1315,70247,5,"Loved it, fits perfectly.",2025-03-12
1316,5354,4,"Nice product, fast delivery too.",2024-06-08
1317,34858,1,Not satisfied with the quality.,2025-03-14
1318,12833,4,"Really happy with this purchase, great quality!",2026-01-03
1319,18920,4,"Loved it, fits perfectly.",2025-02-13
1320,26791,5,"Nice product, fast delivery too.",2025-08-16
1321,77198,5,Good value for money.,2025-08-07
1322,17916,5,"Really happy with this purchase, great quality!",2026-02-15
1323,66931,5,"Really happy with this purchase, great quality!",2026-06-09
1324,80561,5,,2026-09-03
1325,74147,6,"Disappointed, expected better.",2026-02-15
1326,55562,5,"Exactly as described, will buy again.",2026-09-15
1327,51911,4,Good value for money.,2026-03-25
1328,63127,4,"Really happy with this purchase, great quality!",2026-05-11
1329,32991,3,"It's okay, expected a bit better.",2026-08-26
1330,41505,3,Decent product for the price.,2025-06-24
1331,43682,2,Product did not match the description.,2026-09-02
1332,19629,3,"Average quality, does the job.",2023-07-01
1333,29224,4,Good value for money.,2025-02-06
1334,93087,1,Product did not match the description.,2025-09-17
1335,62291,3,"Average quality, does the job.",2026-08-30
1336,61221,5,"Really happy with this purchase, great quality!",2025-01-06
1337,34927,3,"It's okay, expected a bit better.",2026-07-17
1338,44096,5,"Nice product, fast delivery too.",2026-09-09
1339,59307,2,Product did not match the description.,2026-05-09
1340,16453,4,"Loved it, fits perfectly.",2026-09-10
1341,43374,3,Decent product for the price.,2025-11-20
1342,18792,1,Product did not match the description.,2026-06-04
1343,76513,5,"Exactly as described, will buy again.",2025-10-05
1344,39481,6,"Really happy with this purchase, great quality!",2025-04-22
1345,90852,5,"Exactly as described, will buy again.",2024-11-23
1346,93425,5,"Loved it, fits perfectly.",2026-01-02
1347,99806,5,"Nice product, fast delivery too.",2025-05-24
1348,41223,5,"Nice product, fast delivery too.",2026-02-19
1349,78589,5,"Loved it, fits perfectly.",2024-12-17
1350,97690,3,"It's okay, expected a bit better.",2026-04-30
1351,5612,4,"Exactly as described, will buy again.",2023-10-06
1352,28003,3,Decent product for the price.,2026-07-12
1353,39462,2,"Disappointed, expected better.",2026-08-22
1354,33982,4,"Nice product, fast delivery too.",2023-09-10
1355,58213,3,Decent product for the price.,2026-09-08
1356,23363,4,"Nice product, fast delivery too.",2024-03-27
1357,46409,5,"Really happy with this purchase, great quality!",2026-08-28
1358,15663,5,Good value for money.,2026-02-01
1359,83657,5,Good value for money.,2025-10-29
1360,86356,2,"Disappointed, expected better.",2026-08-25
1361,88599,3,Decent product for the price.,2023-07-05
1362,6654,3,"Average quality, does the job.",2025-07-19
1363,10821,2,"Disappointed, expected better.",2025-08-24
1364,68296,3,"Average quality, does the job.",2026-02-10
1365,53825,3,"It's okay, expected a bit better.",2024-11-08
1366,92671,3,"It's okay, expected a bit better.",2025-01-08
1367,66265,5,"Exactly as described, will buy again.",2024-09-10
1368,66789,4,Good value for money.,2024-12-21
1369,64272,4,"Loved it, fits perfectly.",2023-10-01
1370,7536,4,Good value for money.,2025-05-02
1371,96140,5,Good value for money.,2023-11-20
1372,24788,2,"Disappointed, expected better.",2025-09-17
1373,43522,3,"Average quality, does the job.",2025-09-07
1374,58010,4,"Really happy with this purchase, great quality!",2026-03-29
1375,50660,5,Good value for money.,2025-11-06
1376,31329,5,"Loved it, fits perfectly.",2024-10-26
1377,67442,5,"Nice product, fast delivery too.",2026-07-02
1378,59967,4,"Exactly as described, will buy again.",2025-08-19
1379,48183,4,"Loved it, fits perfectly.",2024-09-30
1380,48196,5,Good value for money.,2025-04-12
1381,93001,5,"Exactly as described, will buy again.",2026-06-28
1382,35276,1,Not satisfied with the quality.,2025-11-04
1383,63670,5,"Really happy with this purchase, great quality!",2026-09-07
1384,44280,5,"Really happy with this purchase, great quality!",2026-01-16
1385,45487,4,"Really happy with this purchase, great quality!",2023-09-07
1386,12115,4,Good value for money.,2025-06-25
1387,83806,2,"Disappointed, expected better.",2025-12-09
1388,94061,5,"Really happy with this purchase, great quality!",2025-11-25
1389,98629,4,Good value for money.,2026-04-03
1390,50214,4,"Loved it, fits perfectly.",2025-12-15
1391,21576,4,"Really happy with this purchase, great quality!",2026-09-15
1392,23582,4,"Nice product, fast delivery too.",2025-01-16
1393,97472,5,Good value for money.,2025-05-17
1394,10870,4,,2026-04-06
1395,85533,4,Good value for money.,2024-08-28
1396,93757,5,Good value for money.,2026-04-27
1397,93439,4,"Loved it, fits perfectly.",2026-09-11
1398,17832,2,Not satisfied with the quality.,2024-09-02
1399,34094,5,"Nice product, fast delivery too.",2026-09-12
1400,8726,4,"Really happy with this purchase, great quality!",2026-02-18
1401,22809,5,"Loved it, fits perfectly.",2026-08-08
1402,16136,4,Good value for money.,2026-08-13
1403,72495,4,"Loved it, fits perfectly.",2025-03-21
1404,65326,3,"It's okay, expected a bit better.",2023-05-07
1405,31325,4,"Loved it, fits perfectly.",2024-07-08
1406,93904,2,Not satisfied with the quality.,2026-03-31
1407,2960,5,Good value for money.,2025-06-16
1408,38114,4,"Loved it, fits perfectly.",2023-10-13
1409,13701,3,"Average quality, does the job.",2024-05-30
1410,13703,5,"Nice product, fast delivery too.",2024-06-26
1411,57947,5,,2026-09-12
1412,86142,3,,2026-03-25
1413,36356,5,Good value for money.,2026-08-08
1414,85947,5,"Loved it, fits perfectly.",2026-04-27
1415,13357,4,"Nice product, fast delivery too.",2025-06-06
1416,43164,5,"Exactly as described, will buy again.",2026-02-09
1417,89501,6,"Really happy with this purchase, great quality!",2026-02-24
1418,49371,2,Not satisfied with the quality.,2026-08-21
1419,20566,5,"Nice product, fast delivery too.",2026-01-12
1420,26851,4,Good value for money.,2025-08-31
1421,90323,4,"Loved it, fits perfectly.",2024-06-14
1422,64410,3,"It's okay, expected a bit better.",2023-09-09
1423,81431,3,"Average quality, does the job.",2026-08-22
1424,76804,4,"Loved it, fits perfectly.",2024-07-23
1425,43983,5,"Really happy with this purchase, great quality!",2026-03-12
1426,65408,4,Good value for money.,2026-02-11
1427,32189,5,"Exactly as described, will buy again.",2026-05-17
1428,53837,6,Decent product for the price.,2025-06-11
1429,99484,5,"Really happy with this purchase, great quality!",2025-11-30
1430,57562,3,"Average quality, does the job.",2026-04-17
1431,50007,4,"Loved it, fits perfectly.",2026-08-18
1432,11667,4,"Nice product, fast delivery too.",2026-01-19
1433,90252,2,Product did not match the description.,2026-09-09
1434,60740,1,"Disappointed, expected better.",2026-07-10
1435,73468,4,"Exactly as described, will buy again.",2026-05-07
1436,28407,3,"It's okay, expected a bit better.",2026-06-03
1437,96269,5,"Exactly as described, will buy again.",2025-11-22
1438,7156,5,"Really happy with this purchase, great quality!",2024-04-09
1439,20388,4,Good value for money.,2026-02-16
1440,27527,5,"Exactly as described, will buy again.",2024-02-01
1441,67181,3,Decent product for the price.,2024-10-10
1442,16408,5,"Loved it, fits perfectly.",2025-11-05
1443,76776,4,"Loved it, fits perfectly.",2026-07-21
1444,97604,5,"Exactly as described, will buy again.",2026-04-09
1445,57573,4,"Really happy with this purchase, great quality!",2026-04-30
1446,86887,0,Product did not match the description.,2026-05-27
1447,55910,4,Good value for money.,2026-09-08
1448,78451,5,"Nice product, fast delivery too.",2026-08-13
1449,89415,3,"It's okay, expected a bit better.",2025-03-17
1450,51342,5,"Exactly as described, will buy again.",2025-12-04
1451,33410,5,"Loved it, fits perfectly.",2026-01-03
1452,97303,4,Good value for money.,2023-03-07
1453,48138,5,"Really happy with this purchase, great quality!",2025-08-04
1454,8051,4,Good value for money.,2025-01-08
1455,40361,4,Good value for money.,2026-08-27
1456,59781,2,"Disappointed, expected better.",2025-02-03
1457,27549,5,Good value for money.,2025-05-18
1458,14953,5,"Nice product, fast delivery too.",2024-07-07
1459,23948,3,Decent product for the price.,2026-04-03
1460,34417,5,"Loved it, fits perfectly.",2025-03-28
1461,58485,5,"Loved it, fits perfectly.",2026-04-12
1462,81916,2,Product did not match the description.,2026-08-20
1463,47305,3,"It's okay, expected a bit better.",2025-08-20
1464,55051,5,"Loved it, fits perfectly.",2026-03-30
1465,43139,4,"Loved it, fits perfectly.",2024-01-08
1466,13925,3,"It's okay, expected a bit better.",2026-09-13
1467,76711,4,"Nice product, fast delivery too.",2025-08-24
1468,47068,4,Good value for money.,2026-07-03
1469,62946,3,"It's okay, expected a bit better.",2024-08-31
1470,18512,4,"Exactly as described, will buy again.",2026-08-11
1471,46886,1,"Disappointed, expected better.",2026-08-15
1472,78705,5,"Really happy with this purchase, great quality!",2026-08-03
1473,9674,4,"Exactly as described, will buy again.",2024-07-28
1474,6674,5,"Loved it, fits perfectly.",2025-06-21
1475,68243,4,"Nice product, fast delivery too.",2026-04-06
1476,28299,5,"Really happy with this purchase, great quality!",2025-03-05
1477,43660,3,"It's okay, expected a bit better.",2026-08-24
1478,1034,3,Decent product for the price.,2026-06-14
1479,21330,3,"It's okay, expected a bit better.",2026-07-25
1480,45255,-1,,2026-05-04
1481,77623,3,"It's okay, expected a bit better.",2025-07-16
1482,22163,4,Good value for money.,2026-02-13
1483,62002,5,"Really happy with this purchase, great quality!",2024-08-21
1484,65087,4,"Nice product, fast delivery too.",2025-11-28
1485,20850,4,"Loved it, fits perfectly.",2026-04-03
1486,7539,4,"Really happy with this purchase, great quality!",2025-09-03
1487,96214,5,Good value for money.,2025-12-02
1488,41798,4,Good value for money.,2025-04-14
1489,53096,4,"Loved it, fits perfectly.",2026-04-14
1490,68194,4,"Nice product, fast delivery too.",2025-11-04
1491,8316,4,"Loved it, fits perfectly.",2026-05-07
1492,36632,5,"Loved it, fits perfectly.",2026-01-03
1493,54992,5,"Really happy with this purchase, great quality!",2026-07-15
1494,22905,3,"Average quality, does the job.",2026-05-31
1495,21215,5,"Exactly as described, will buy again.",2023-06-22
1496,46764,4,Good value for money.,2025-10-10
1497,50561,3,Decent product for the price.,2025-12-22
1498,75509,4,"Exactly as described, will buy again.",2024-10-12
1499,21980,5,"Nice product, fast delivery too.",2026-08-05
1500,29668,-1,"It's okay, expected a bit better.",2026-08-18
1501,50603,3,"It's okay, expected a bit better.",2026-09-05
1502,77615,4,"Nice product, fast delivery too.",2024-09-10
1503,35814,1,Product did not match the description.,2026-07-05
1504,34071,5,Good value for money.,2026-01-01
1505,26483,5,"Loved it, fits perfectly.",2025-09-06
1506,39142,3,"It's okay, expected a bit better.",2024-09-24
1507,9416,5,"Exactly as described, will buy again.",2026-07-03
1508,75733,5,"Loved it, fits perfectly.",2026-06-28
1509,7716,5,"Exactly as described, will buy again.",2026-06-26
1510,16931,5,"Exactly as described, will buy again.",2024-06-14
1511,35211,4,"Loved it, fits perfectly.",2025-08-07
1512,53111,5,"Loved it, fits perfectly.",2026-08-23
1513,87327,5,"Exactly as described, will buy again.",2023-10-13
1514,37324,2,Product did not match the description.,2026-07-19
1515,17713,3,Decent product for the price.,2026-09-10
1516,813,3,"It's okay, expected a bit better.",2024-10-26
1517,65989,3,Decent product for the price.,2026-06-25
1518,34995,5,Good value for money.,2025-05-12
1519,26015,5,"Really happy with this purchase, great quality!",2025-02-26
1520,27056,3,"It's okay, expected a bit better.",2025-04-24
1521,26363,5,Good value for money.,2023-10-23
1522,20795,3,Decent product for the price.,2026-09-15
1523,89999,5,"Nice product, fast delivery too.",2026-06-06
1524,63634,5,"Exactly as described, will buy again.",2025-11-04
1525,28053,5,"Really happy with this purchase, great quality!",2026-08-21
1526,83340,4,"Nice product, fast delivery too.",2025-12-01
1527,2068,0,Good value for money.,2026-01-12
1528,33712,4,"Really happy with this purchase, great quality!",2025-12-29
1529,7872,5,Good value for money.,2025-06-03
1530,78702,5,"Nice product, fast delivery too.",2026-08-08
1531,8325,3,"It's okay, expected a bit better.",2025-01-20
1532,93494,5,"Really happy with this purchase, great quality!",2026-09-10
1533,13388,3,"Average quality, does the job.",2025-02-16
1534,15777,1,"Disappointed, expected better.",2026-09-12
1535,57956,4,"Nice product, fast delivery too.",2026-09-06
1536,31638,1,Product did not match the description.,2025-01-16
1537,46212,4,"Loved it, fits perfectly.",2025-09-15
1538,23903,5,"Exactly as described, will buy again.",2025-11-26
1539,80735,3,"It's okay, expected a bit better.",2025-11-23
1540,79756,3,Decent product for the price.,2025-06-30
1541,27873,5,"Nice product, fast delivery too.",2026-02-20
1542,69593,3,"Average quality, does the job.",2025-12-21
1543,83188,2,Product did not match the description.,2026-07-05
1544,88149,3,Decent product for the price.,2025-10-31
1545,19430,4,"Really happy with this purchase, great quality!",2026-07-09
1546,39273,4,"Really happy with this purchase, great quality!",2026-09-15
1547,23545,5,"Nice product, fast delivery too.",2025-04-07
1548,34895,2,Not satisfied with the quality.,2025-03-21
1549,73866,4,"Really happy with this purchase, great quality!",2026-01-31
1550,82097,2,Not satisfied with the quality.,2026-07-22
1551,36900,5,"Exactly as described, will buy again.",2026-06-30
1552,78202,3,Decent product for the price.,2026-09-10
1553,69193,3,"Average quality, does the job.",2026-06-27
1554,82520,5,"Really happy with this purchase, great quality!",2025-06-11
1555,34303,5,"Nice product, fast delivery too.",2026-06-08
1556,74450,3,Decent product for the price.,2026-08-28
1557,45618,5,Good value for money.,2024-10-12
1558,96953,4,Good value for money.,2026-05-08
1559,60122,4,"Loved it, fits perfectly.",2026-07-27
1560,24820,4,"Nice product, fast delivery too.",2025-12-06
1561,13855,3,Decent product for the price.,2024-12-21
1562,64699,3,"Average quality, does the job.",2025-10-09
1563,62149,5,Good value for money.,2023-08-24
1564,14115,1,"Disappointed, expected better.",2026-01-01
1565,11941,2,Product did not match the description.,2024-12-26
1566,9960,5,"Really happy with this purchase, great quality!",2026-08-09
1567,21991,5,"Exactly as described, will buy again.",2026-08-28
1568,87551,2,"Disappointed, expected better.",2025-07-13
1569,86922,5,Good value for money.,2024-03-19
1570,37888,4,"Exactly as described, will buy again.",2024-10-12
1571,9347,4,"Exactly as described, will buy again.",2026-03-05
1572,34976,5,"Loved it, fits perfectly.",2026-06-15
1573,80299,4,Good value for money.,2026-06-12
1574,96289,4,"Exactly as described, will buy again.",2026-03-18
1575,93811,5,"Really happy with this purchase, great quality!",2024-04-11
1576,37403,4,"Loved it, fits perfectly.",2024-12-30
1577,9027,4,"Really happy with this purchase, great quality!",2026-06-20
1578,80617,2,Not satisfied with the quality.,2026-03-25
1579,16873,4,"Loved it, fits perfectly.",2025-07-06
1580,25123,2,Product did not match the description.,2026-06-18
1581,43542,4,Good value for money.,2025-07-27
1582,65843,0,Good value for money.,2025-11-22
1583,34902,4,"Nice product, fast delivery too.",2025-06-13
1584,28981,4,"Really happy with this purchase, great quality!",2026-06-23
1585,40696,3,Decent product for the price.,2025-09-15
1586,20054,5,Good value for money.,2025-08-25
1587,71513,3,"Average quality, does the job.",2026-06-13
1588,91725,5,,2026-01-22
1589,46822,5,Good value for money.,2026-03-06
1590,4303,5,"Loved it, fits perfectly.",2025-06-27
1591,70315,4,"Nice product, fast delivery too.",2026-01-21
1592,36172,3,Decent product for the price.,2025-08-14
1593,9090,5,"Nice product, fast delivery too.",2026-06-18
1594,11174,4,"Really happy with this purchase, great quality!",2026-01-27
1595,63835,1,Product did not match the description.,2026-01-11
1596,35334,5,"Nice product, fast delivery too.",2024-12-05
1597,77851,5,Good value for money.,2025-08-27
1598,3370,5,"Nice product, fast delivery too.",2026-04-06
1599,87542,1,"Disappointed, expected better.",2025-03-29
1600,71802,4,Good value for money.,2026-04-03
1601,45373,4,"Loved it, fits perfectly.",2026-05-04
1602,15649,3,"Average quality, does the job.",2024-08-04
1603,1149,5,"Nice product, fast delivery too.",2025-08-30
1604,58609,4,"Really happy with this purchase, great quality!",2025-01-04
1605,50327,4,Good value for money.,2026-01-26
1606,94986,3,Decent product for the price.,2026-03-24
1607,50545,4,"Really happy with this purchase, great quality!",2025-03-24
1608,82555,4,"Really happy with this purchase, great quality!",2026-08-29
1609,15603,4,"Nice product, fast delivery too.",2025-04-22
1610,28383,4,"Really happy with this purchase, great quality!",2025-02-20
1611,17762,4,"Nice product, fast delivery too.",2025-08-04
1612,82505,3,"Average quality, does the job.",2026-07-08
1613,5741,5,"Exactly as described, will buy again.",2025-10-20
1614,39654,4,"Loved it, fits perfectly.",2026-04-08
1615,40238,5,"Exactly as described, will buy again.",2024-05-01
1616,23700,5,"Loved it, fits perfectly.",2026-04-01
1617,86459,2,Product did not match the description.,2025-06-27
1618,9456,5,"Exactly as described, will buy again.",2026-08-10
1619,77111,5,"Nice product, fast delivery too.",2025-08-02
1620,59498,5,Good value for money.,2026-07-27
1621,66926,5,"Nice product, fast delivery too.",2026-03-19
1622,28277,5,"Exactly as described, will buy again.",2025-11-29
1623,19300,4,Good value for money.,2026-02-15
1624,41903,4,"Exactly as described, will buy again.",2026-08-29
1625,73195,3,Decent product for the price.,2025-09-22
1626,93614,4,,2026-09-01
1627,80939,5,"Nice product, fast delivery too.",2026-09-07
1628,58893,5,"Exactly as described, will buy again.",2025-05-18
1629,52315,3,"Average quality, does the job.",2026-01-10
1630,54075,5,"Exactly as described, will buy again.",2025-02-19
1631,76351,3,Decent product for the price.,2024-10-16
1632,90773,5,"Exactly as described, will buy again.",2026-03-31
1633,1347,5,"Really happy with this purchase, great quality!",2025-01-07
1634,49214,5,"Nice product, fast delivery too.",2026-08-31
1635,3273,5,"Exactly as described, will buy again.",2026-05-05
1636,15922,2,Not satisfied with the quality.,2026-08-27
1637,63582,3,Decent product for the price.,2025-10-14
1638,64518,4,"Loved it, fits perfectly.",2026-06-14
1639,92324,5,"Nice product, fast delivery too.",2024-02-04
1640,17978,5,"Loved it, fits perfectly.",2025-12-25
1641,39082,5,"Really happy with this purchase, great quality!",2026-05-05
1642,80521,6,"Exactly as described, will buy again.",2025-08-31
1643,19403,3,"It's okay, expected a bit better.",2026-08-18
1644,10361,3,"It's okay, expected a bit better.",2026-09-14
1645,76055,3,"Average quality, does the job.",2026-08-25
1646,76809,4,"Loved it, fits perfectly.",2024-09-30
1647,42683,3,"It's okay, expected a bit better.",2026-06-27
1648,43511,4,Good value for money.,2025-02-13
1649,87998,5,"Exactly as described, will buy again.",2026-09-15
1650,1004,4,"Loved it, fits perfectly.",2025-06-12
1651,28275,4,"Exactly as described, will buy again.",2025-12-01
1652,76130,5,"Really happy with this purchase, great quality!",2026-02-20
1653,49835,5,"Exactly as described, will buy again.",2026-06-23
1654,32783,5,"Really happy with this purchase, great quality!",2026-08-16
1655,88648,5,"Really happy with this purchase, great quality!",2026-09-08
1656,36256,3,Decent product for the price.,2026-06-19
1657,13718,5,"Loved it, fits perfectly.",2025-04-04
1658,17943,3,"It's okay, expected a bit better.",2025-12-27
1659,28269,4,"Loved it, fits perfectly.",2025-10-28
1660,68993,4,"Really happy with this purchase, great quality!",2026-06-25
1661,27000,4,Good value for money.,2026-09-12
1662,75127,5,"Loved it, fits perfectly.",2026-08-27
1663,2488,5,"Really happy with this purchase, great quality!",2025-09-04
1664,40250,5,"Really happy with this purchase, great quality!",2024-09-29
1665,25376,5,"Exactly as described, will buy again.",2026-06-21
1666,24910,5,"Exactly as described, will buy again.",2025-04-20
1667,65719,5,"Nice product, fast delivery too.",2024-12-31
1668,78000,5,Good value for money.,2025-01-06
1669,32095,4,"Really happy with this purchase, great quality!",2026-02-05
1670,96636,3,"It's okay, expected a bit better.",2026-07-16
1671,89621,5,"Exactly as described, will buy again.",2026-03-12
1672,52988,3,"It's okay, expected a bit better.",2026-09-09
1673,74682,5,"Nice product, fast delivery too.",2026-06-15
1674,62686,5,Good value for money.,2026-09-03
1675,29241,4,,2026-03-23
1676,31077,4,"Really happy with this purchase, great quality!",2025-12-01
1677,2489,4,"Loved it, fits perfectly.",2025-08-31
1678,30869,3,"It's okay, expected a bit better.",2025-07-13
1679,38438,5,"Really happy with this purchase, great quality!",2025-12-24
1680,7737,5,"Loved it, fits perfectly.",2024-12-06
1681,22105,5,"Exactly as described, will buy again.",2026-09-14
1682,90721,2,"Disappointed, expected better.",2026-02-23
1683,72425,3,"It's okay, expected a bit better.",2026-06-11
1684,43008,4,,2026-01-21
1685,56172,5,Good value for money.,2025-06-17
1686,70818,5,"Exactly as described, will buy again.",2026-08-31
1687,1573,5,"Exactly as described, will buy again.",2024-10-12
1688,13375,3,Decent product for the price.,2024-09-06
1689,78452,5,"Loved it, fits perfectly.",2026-08-10
1690,24446,3,"It's okay, expected a bit better.",2024-02-12
1691,93351,5,Good value for money.,2026-08-17
1692,15707,4,"Nice product, fast delivery too.",2026-09-04
1693,53116,5,"Loved it, fits perfectly.",2026-09-05
1694,74801,5,"Nice product, fast delivery too.",2026-08-31
1695,93779,4,"Loved it, fits perfectly.",2025-03-04
1696,26357,2,Not satisfied with the quality.,2026-08-27
1697,76242,4,"Nice product, fast delivery too.",2025-06-21
1698,62180,4,"Loved it, fits perfectly.",2025-11-21
1699,49545,2,Not satisfied with the quality.,2025-12-22
1700,56948,5,"Loved it, fits perfectly.",2025-06-17
1701,4389,3,"It's okay, expected a bit better.",2025-03-29
1702,90939,3,Decent product for the price.,2026-05-01
1703,84418,3,Decent product for the price.,2026-07-12
1704,9447,2,Not satisfied with the quality.,2026-08-27
1705,88318,4,"Exactly as described, will buy again.",2026-05-29
1706,64714,1,Not satisfied with the quality.,2026-05-22
1707,39712,5,"Exactly as described, will buy again.",2026-01-12
1708,84760,4,"Really happy with this purchase, great quality!",2026-04-13
1709,90222,5,Good value for money.,2025-09-26
1710,38680,5,"Exactly as described, will buy again.",2025-06-08
1711,97376,3,Decent product for the price.,2025-07-11
1712,73430,4,"Loved it, fits perfectly.",2023-08-24
1713,77265,5,"Loved it, fits perfectly.",2025-10-29
1714,48571,5,"Loved it, fits perfectly.",2024-01-07
1715,20322,5,Good value for money.,2026-01-05
1716,47335,5,"Exactly as described, will buy again.",2026-07-08
1717,15583,5,"Exactly as described, will buy again.",2025-02-17
1718,61947,4,"Nice product, fast delivery too.",2025-10-08
1719,99625,2,Product did not match the description.,2026-08-30
1720,91921,-1,"Nice product, fast delivery too.",2026-07-20
1721,74331,4,"Exactly as described, will buy again.",2025-03-20
1722,85117,4,"Exactly as described, will buy again.",2026-09-07
1723,23161,5,"Really happy with this purchase, great quality!",2026-01-13
1724,50447,5,"Nice product, fast delivery too.",2025-10-25
1725,20528,4,"Really happy with this purchase, great quality!",2026-01-07
1726,56119,5,"Exactly as described, will buy again.",2026-05-31
1727,93301,3,"Average quality, does the job.",2025-02-10
1728,9002,2,"Disappointed, expected better.",2025-12-25
1729,29665,4,Good value for money.,2026-07-06
1730,88169,5,"Loved it, fits perfectly.",2026-08-14
1731,80048,5,"Exactly as described, will buy again.",2026-07-16
1732,14780,5,"Exactly as described, will buy again.",2026-06-10
1733,57108,-1,"Really happy with this purchase, great quality!",2025-02-25
1734,18012,5,"Really happy with this purchase, great quality!",2026-09-01
1735,92991,4,"Nice product, fast delivery too.",2026-05-21
1736,91837,3,"It's okay, expected a bit better.",2026-09-04
1737,17292,5,"Really happy with this purchase, great quality!",2025-09-17
1738,58696,2,"Disappointed, expected better.",2026-09-14
1739,49842,3,Decent product for the price.,2026-07-27
1740,99721,3,"Average quality, does the job.",2025-10-07
1741,17841,5,"Nice product, fast delivery too.",2026-06-23
1742,12802,3,"Average quality, does the job.",2026-07-28
1743,83836,3,"It's okay, expected a bit better.",2025-09-04
1744,94879,4,Good value for money.,2026-04-09
1745,542,4,"Exactly as described, will buy again.",2025-03-18
1746,46963,4,"Exactly as described, will buy again.",2026-08-31
1747,53101,1,Product did not match the description.,2026-04-20
1748,75606,3,,2024-10-10
1749,85098,4,Good value for money.,2026-02-18
1750,95159,4,"Nice product, fast delivery too.",2026-02-04
1751,76543,5,"Loved it, fits perfectly.",2024-12-08
1752,9196,5,"Really happy with this purchase, great quality!",2024-09-01
1753,23611,4,Good value for money.,2026-08-06
1754,58420,4,Good value for money.,2024-01-11
1755,16726,1,Product did not match the description.,2026-06-11
1756,88904,5,"Really happy with this purchase, great quality!",2026-08-05
1757,24067,5,Good value for money.,2026-08-20
1758,4715,4,Good value for money.,2026-01-18
1759,33474,5,"Exactly as described, will buy again.",2026-08-22
1760,70257,4,Good value for money.,2025-07-25
1761,37288,3,"Average quality, does the job.",2026-04-10
1762,32978,4,"Exactly as described, will buy again.",2026-08-03
1763,81111,4,"Exactly as described, will buy again.",2026-01-27
1764,80937,5,Good value for money.,2026-09-03
1765,5649,5,"Exactly as described, will buy again.",2026-08-24
1766,51168,4,"Really happy with this purchase, great quality!",2026-01-04
1767,99477,4,"Nice product, fast delivery too.",2025-01-20
1768,14558,5,"Nice product, fast delivery too.",2026-09-03
1769,81521,5,Good value for money.,2025-09-09
1770,82193,1,"Disappointed, expected better.",2025-10-04
1771,82488,4,"Loved it, fits perfectly.",2026-07-17
1772,69527,5,"Nice product, fast delivery too.",2024-05-28
1773,90891,5,"Loved it, fits perfectly.",2026-04-04
