order_details_id,order_id,product_id,quantity,unit_price,total_price
22950,12097,22,1,844.84,844.84
22951,12097,21,1,2743.56,2743.56
22952,12098,27,1,377.09,377.09
22953,12099,6,2,1477.04,2954.08
22954,12100,2,1,2761.13,2761.13
22955,12101,35,1,275.13,275.13
22956,12101,34,1,823.09,823.09
22957,12101,37,1,664.45,664.45
22958,12101,38,1,1293.67,1293.67
22959,12102,4,2,2270.49,4540.98
22960,12103,24,1,716.49,716.49
22961,12103,26,1,776.2,776.2
22962,12104,20,1,1115.56,1115.56
22963,12104,21,1,2743.56,2743.56
22964,12105,25,1,669.38,669.38
22965,12105,29,1,654.38,654.38
22966,12105,23,1,375.75,375.75
22967,12105,32,1,525.91,525.91
22968,12106,54,2,386.2,772.4
22969,12106,52,1,243.4,243.4
22970,12106,45,1,205.29,205.29
22971,12106,48,1,233.58,233.58
22972,12107,11,2,922.42,1844.84
22973,12108,38,2,1293.67,2587.34
22974,12108,41,1,893.22,893.22
22975,12108,40,-1,846.15,846.15
22976,12109,27,1,377.09,377.09
22977,12109,23,1,375.75,375.75
22978,12109,29,1,654.38,654.38
22979,12110,37,1,664.45,664.45
22980,12111,10,1,893.75,893.75
22981,12111,2,2,2761.13,5522.26
22982,12112,38,3,1293.67,3881.01
22983,12113,1,1,2489.4,2489.4
22984,12114,21,2,2743.56,5487.12
22985,12114,16,1,2419.78,2419.78
22986,12115,9,3,3021.33,9063.99
22987,12115,11,2,922.42,1844.84
22988,12115,3,2,782.44,1564.88
22989,12116,16,1,2419.78,2419.78
22990,12116,21,1,,2743.56
22991,12116,12,1,2088.22,2088.22
22992,12117,3,1,782.44,782.44
22993,12118,41,1,893.22,893.22
22994,12118,38,1,1293.67,1293.67
22995,12119,3,2,782.44,1564.88
22996,12120,38,1,1293.67,1293.67
22997,12121,9,1,3021.33,3021.33
22998,12121,11,2,922.42,1844.84
22999,12121,6,1,1477.04,1477.04
23000,12122,52,1,243.4,243.4
23001,12123,12,2,2088.22,4176.44
23002,12123,20,1,1115.56,1115.56
23003,12123,19,2,1488.07,2976.14
23004,12124,18,1,1916.95,1916.95
23005,12124,12,3,2088.22,6264.66
23006,12125,1,2,2489.4,4978.8
23007,12126,38,1,1293.67,1293.67
23008,12126,39,1,695.64,695.64
23009,12127,21,1,2743.56,2743.56
23010,12127,19,2,1488.07,2976.14
23011,12127,16,1,2419.78,2419.78
23012,12128,18,1,1916.95,1916.95
23013,12129,32,2,525.91,1051.82
23014,12129,31,2,676.56,1353.12
23015,12129,33,1,988.73,988.73
23016,12129,24,3,716.49,2149.47
23017,12130,44,3,1087.25,3261.75
23018,12131,13,1,,2174.44
23019,12131,14,1,,1834.35
23020,12131,22,1,844.84,844.84
23021,12132,42,1,562.47,562.47
23022,12132,38,1,1293.67,1293.67
23023,12133,8,1,1985.38,1985.38
23024,12134,49,1,361.35,361.35
23025,12135,55,1,145.44,145.44
23026,12135,49,1,361.35,361.35
23027,12135,46,2,301.02,602.04
23028,12135,50,2,264.09,528.18
23029,12136,13,1,2174.44,2174.44
23030,12136,14,1,1834.35,1834.35
23031,12137,50,1,264.09,264.09
23032,12138,47,2,200.78,401.56
23033,12139,14,1,1834.35,1834.35
23034,12140,22,2,844.84,1689.68
23035,12140,13,1,2174.44,2174.44
23036,12141,41,2,893.22,1786.44
23037,12141,40,2,846.15,1692.3
23038,12141,44,1,1087.25,1087.25
23039,12141,34,1,823.09,823.09
23040,12142,43,2,434.65,869.3
23041,12142,37,1,664.45,664.45
23042,12142,34,1,823.09,823.09
23043,12142,39,1,695.64,695.64
23044,12143,43,2,434.65,869.3
23045,12143,44,1,1087.25,1087.25
23046,12143,35,1,275.13,275.13
23047,12144,7,3,969.8,2909.4
23048,12145,15,1,2972.8,2972.8
23049,12145,16,1,2419.78,2419.78
23050,12146,41,1,893.22,893.22
23051,12146,38,3,1293.67,3881.01
23052,12147,9,2,3021.33,6042.66
23053,12148,42,1,562.47,562.47
23054,12149,1,1,2489.4,2489.4
23055,12150,10,2,893.75,1787.5
23056,12151,50,2,264.09,528.18
23057,12151,55,2,145.44,290.88
23058,12151,52,1,243.4,243.4
23059,12152,33,1,988.73,988.73
23060,12152,28,1,804.47,804.47
23061,12152,23,1,375.75,375.75
23062,12153,55,3,145.44,436.32
23063,12154,25,2,669.38,1338.76
23064,12155,38,2,1293.67,2587.34
23065,12155,44,2,1087.25,2174.5
23066,12156,35,1,275.13,275.13
23067,12157,48,1,233.58,233.58
23068,12157,47,2,200.78,401.56
23069,12158,42,0,562.47,562.47
23070,12159,44,3,1087.25,3261.75
23071,12160,42,1,562.47,562.47
23072,12161,42,2,562.47,1124.94
23073,12161,43,1,434.65,434.65
23074,12161,37,2,664.45,1328.9
23075,12162,27,1,377.09,377.09
23076,12162,25,3,669.38,2008.14
23077,12162,32,1,525.91,525.91
23078,12163,49,1,361.35,361.35
23079,12163,54,1,386.2,386.2
23080,12164,12,1,2088.22,2088.22
23081,12164,13,1,2174.44,2174.44
23082,12165,48,1,233.58,233.58
23083,12166,21,1,2743.56,2743.56
23084,12167,20,1,1115.56,1115.56
23085,12167,18,2,1916.95,3833.9
23086,12167,17,1,1287.64,1287.64
23087,12168,11,2,922.42,1844.84
23088,12169,54,2,386.2,772.4
23089,12169,55,1,145.44,145.44
23090,12169,53,1,394.6,394.6
23091,12169,48,1,233.58,233.58
23092,12170,9,1,3021.33,3021.33
23093,12170,4,3,2270.49,6811.47
23094,12171,50,1,264.09,264.09
23095,12171,55,1,145.44,145.44
23096,12172,34,2,823.09,1646.18
23097,12173,43,1,434.65,434.65
23098,12173,44,1,1087.25,1087.25
23099,12174,15,1,2972.8,2972.8
23100,12174,18,1,1916.95,1916.95
23101,12175,53,2,394.6,789.2
23102,12175,51,1,389.69,389.69
23103,12175,54,1,386.2,386.2
23104,12176,9,1,3021.33,3021.33
23105,12176,6,1,1477.04,1477.04
23106,12176,5,3,1477.93,4433.79
23107,12176,8,2,,3970.76
23108,12177,33,1,988.73,988.73
23109,12178,7,2,969.8,1939.6
23110,12178,10,1,893.75,893.75
23111,12179,1,1,2489.4,2489.4
23112,12179,8,1,1985.38,1985.38
23113,12180,19,1,1488.07,1488.07
23114,12181,3,1,782.44,782.44
23115,12181,1,1,2489.4,2489.4
23116,12182,11,3,922.42,2767.26
23117,12182,4,1,2270.49,2270.49
23118,12182,9,2,3021.33,6042.66
23119,12182,5,1,1477.93,1477.93
23120,12183,38,1,1293.67,1293.67
23121,12183,39,1,695.64,695.64
23122,12183,35,2,275.13,550.26
23123,12184,24,1,716.49,716.49
23124,12185,14,3,1834.35,5503.05
23125,12185,12,2,2088.22,4176.44
23126,12185,18,1,1916.95,1916.95
23127,12186,8,1,1985.38,1985.38
23128,12187,45,1,205.29,205.29
23129,12187,50,2,264.09,528.18
23130,12188,50,1,264.09,264.09
23131,12188,49,1,361.35,361.35
23132,12189,34,3,823.09,2469.27
23133,12189,35,1,275.13,275.13
23134,12190,22,1,844.84,844.84
23135,12191,4,3,,6811.47
23136,12192,28,3,804.47,2413.41
23137,12193,33,1,988.73,988.73
23138,12194,15,2,2972.8,5945.6
23139,12195,44,1,1087.25,1087.25
23140,12195,34,1,823.09,823.09
23141,12195,41,2,893.22,1786.44
23142,12196,10,1,893.75,893.75
23143,12197,47,1,200.78,200.78
23144,12197,53,0,394.6,394.6
23145,12198,2,3,2761.13,8283.39
23146,12199,41,1,893.22,893.22
23147,12199,43,1,434.65,434.65
23148,12199,39,1,695.64,695.64
23149,12199,44,3,1087.25,3261.75
23150,12200,51,2,389.69,779.38
23151,12200,47,1,,200.78
23152,12200,50,2,264.09,528.18
23153,12201,6,1,1477.04,1477.04
23154,12202,43,1,434.65,434.65
23155,12203,7,3,969.8,2909.4
23156,12203,6,1,1477.04,1477.04
23157,12204,5,2,1477.93,2955.86
23158,12204,9,1,3021.33,3021.33
23159,12205,55,3,145.44,436.32
23160,12206,35,1,275.13,275.13
23161,12206,38,1,1293.67,1293.67
23162,12206,40,3,846.15,2538.45
23163,12207,2,1,2761.13,2761.13
23164,12207,1,2,2489.4,4978.8
23165,12207,4,1,2270.49,2270.49
23166,12208,37,1,664.45,664.45
23167,12209,29,1,,654.38
23168,12209,30,1,654.36,654.36
23169,12210,18,1,1916.95,1916.95
23170,12211,41,2,893.22,1786.44
23171,12212,26,3,776.2,2328.6
23172,12213,32,1,525.91,525.91
23173,12214,53,2,394.6,789.2
23174,12215,28,1,804.47,804.47
23175,12215,23,2,375.75,751.5
23176,12216,14,1,1834.35,1834.35
23177,12216,18,1,1916.95,1916.95
23178,12216,20,2,1115.56,2231.12
23179,12216,17,1,1287.64,1287.64
23180,12217,21,1,2743.56,2743.56
23181,12218,6,3,1477.04,4431.12
23182,12218,7,3,969.8,2909.4
23183,12218,8,1,1985.38,1985.38
23184,12219,5,2,1477.93,2955.86
23185,12219,7,2,969.8,1939.6
23186,12219,8,2,1985.38,3970.76
23187,12220,41,3,893.22,2679.66
23188,12221,37,3,664.45,1993.35
23189,12222,1,1,2489.4,2489.4
23190,12223,12,1,2088.22,2088.22
23191,12224,47,1,200.78,200.78
23192,12225,25,1,669.38,669.38
23193,12226,9,1,3021.33,3021.33
23194,12227,52,2,243.4,486.8
23195,12228,37,1,664.45,664.45
23196,12228,38,2,1293.67,2587.34
23197,12229,38,1,1293.67,1293.67
23198,12229,34,1,823.09,823.09
23199,12229,44,1,1087.25,1087.25
23200,12230,33,1,,988.73
23201,12231,48,1,233.58,233.58
23202,12231,50,1,264.09,264.09
23203,12232,20,1,1115.56,1115.56
23204,12233,24,1,716.49,716.49
23205,12234,1,1,2489.4,2489.4
23206,12234,3,1,782.44,782.44
23207,12235,12,2,2088.22,4176.44
23208,12235,20,1,,1115.56
23209,12235,22,1,844.84,844.84
23210,12236,46,2,301.02,602.04
23211,12236,48,1,233.58,233.58
23212,12236,51,2,389.69,779.38
23213,12236,53,1,394.6,394.6
23214,12237,51,1,389.69,389.69
23215,12237,54,1,386.2,386.2
23216,12238,35,1,275.13,275.13
23217,12238,44,1,1087.25,1087.25
23218,12239,34,2,823.09,1646.18
23219,12239,37,1,664.45,664.45
23220,12240,8,1,1985.38,1985.38
23221,12241,23,2,375.75,751.5
23222,12242,11,1,922.42,922.42
23223,12243,35,1,275.13,275.13
23224,12244,27,2,377.09,754.18
23225,12244,26,1,776.2,776.2
23226,12244,31,2,676.56,1353.12
23227,12245,42,1,562.47,562.47
23228,12245,41,1,893.22,893.22
23229,12245,37,1,664.45,664.45
23230,12245,38,2,1293.67,2587.34
23231,12246,6,1,1477.04,1477.04
23232,12246,8,1,1985.38,1985.38
23233,12246,5,2,1477.93,2955.86
23234,12246,4,1,2270.49,2270.49
23235,12247,34,1,823.09,823.09
23236,12248,20,2,1115.56,2231.12
23237,12249,17,2,1287.64,2575.28
23238,12250,36,2,1240.53,2481.06
23239,12251,34,1,823.09,823.09
23240,12252,22,1,844.84,844.84
23241,12252,21,1,2743.56,2743.56
23242,12252,13,2,2174.44,4348.88
23243,12253,38,1,1293.67,1293.67
23244,12254,20,1,1115.56,1115.56
23245,12254,22,1,844.84,844.84
23246,12255,46,1,301.02,301.02
23247,12256,44,2,1087.25,2174.5
23248,12257,38,2,1293.67,2587.34
23249,12258,48,1,233.58,233.58
23250,12259,5,1,1477.93,1477.93
23251,12259,4,1,2270.49,2270.49
23252,12260,3,1,,782.44
23253,12260,1,1,2489.4,2489.4
23254,12260,5,1,1477.93,1477.93
23255,12260,6,2,1477.04,2954.08
23256,12261,51,2,389.69,779.38
23257,12261,47,1,200.78,200.78
23258,12261,49,1,361.35,361.35
23259,12262,13,1,2174.44,2174.44
23260,12263,7,2,969.8,1939.6
23261,12263,6,1,1477.04,1477.04
23262,12263,10,1,893.75,893.75
23263,12263,9,1,3021.33,3021.33
23264,12264,55,2,145.44,290.88
23265,12265,51,1,389.69,389.69
23266,12265,52,2,243.4,486.8
23267,12266,48,2,233.58,467.16
23268,12266,50,1,264.09,264.09
23269,12266,55,1,145.44,145.44
23270,12267,54,2,386.2,772.4
23271,12268,12,2,2088.22,4176.44
23272,12268,20,1,1115.56,1115.56
23273,12268,21,1,2743.56,2743.56
23274,12269,33,2,988.73,1977.46
23275,12270,29,2,654.38,1308.76
23276,12270,25,0,669.38,669.38
23277,12271,30,1,654.36,654.36
23278,12271,27,1,377.09,377.09
23279,12272,39,1,695.64,695.64
23280,12273,6,1,1477.04,1477.04
23281,12274,25,1,669.38,669.38
23282,12274,31,2,676.56,1353.12
23283,12275,20,1,1115.56,1115.56
23284,12275,14,1,1834.35,1834.35
23285,12276,32,1,525.91,525.91
23286,12276,30,1,654.36,654.36
23287,12276,27,1,377.09,377.09
23288,12277,41,1,893.22,893.22
23289,12277,36,2,1240.53,2481.06
23290,12277,44,1,1087.25,1087.25
23291,12278,18,3,1916.95,5750.85
23292,12278,19,1,1488.07,1488.07
23293,12278,20,1,1115.56,1115.56
23294,12279,49,1,361.35,361.35
23295,12279,45,2,205.29,410.58
23296,12280,14,1,1834.35,1834.35
23297,12281,44,1,1087.25,1087.25
23298,12282,32,1,525.91,525.91
23299,12282,24,1,716.49,716.49
23300,12283,11,1,922.42,922.42
23301,12283,1,2,2489.4,4978.8
23302,12284,33,1,988.73,988.73
23303,12284,29,1,654.38,654.38
23304,12284,23,1,375.75,375.75
23305,12284,31,2,676.56,1353.12
23306,12285,29,3,654.38,1963.14
23307,12285,31,1,,676.56
23308,12286,53,1,394.6,394.6
23309,12286,47,3,200.78,602.34
23310,12287,39,1,695.64,695.64
23311,12287,37,2,664.45,1328.9
23312,12287,36,1,1240.53,1240.53
23313,12288,28,1,804.47,804.47
23314,12288,27,1,377.09,377.09
23315,12288,33,2,988.73,1977.46
23316,12288,30,1,654.36,654.36
23317,12289,11,1,922.42,922.42
23318,12289,1,1,2489.4,2489.4
23319,12290,10,1,893.75,893.75
23320,12291,19,1,1488.07,1488.07
23321,12292,34,1,823.09,823.09
23322,12293,19,1,1488.07,1488.07
23323,12294,2,1,2761.13,2761.13
23324,12294,8,1,1985.38,1985.38
23325,12294,9,2,3021.33,6042.66
23326,12295,10,2,893.75,1787.5
23327,12296,14,2,1834.35,3668.7
23328,12296,13,1,2174.44,2174.44
23329,12297,6,3,1477.04,4431.12
23330,12298,45,1,205.29,205.29
23331,12298,49,1,361.35,361.35
23332,12298,53,2,394.6,789.2
23333,12299,10,1,893.75,893.75
23334,12300,16,1,2419.78,2419.78
23335,12301,47,1,200.78,200.78
23336,12302,48,0,233.58,233.58
23337,12303,18,1,,1916.95
23338,12304,29,1,654.38,654.38
23339,12304,26,1,776.2,776.2
23340,12304,27,3,377.09,1131.27
23341,12305,47,1,200.78,200.78
23342,12305,48,1,233.58,233.58
23343,12306,39,1,695.64,695.64
23344,12307,47,1,200.78,200.78
23345,12308,39,1,695.64,695.64
23346,12308,37,1,664.45,664.45
23347,12308,42,2,562.47,1124.94
23348,12309,39,1,695.64,695.64
23349,12310,42,1,562.47,562.47
23350,12310,35,1,275.13,275.13
23351,12311,19,1,1488.07,1488.07
23352,12311,16,1,2419.78,2419.78
23353,12312,54,2,386.2,772.4
23354,12313,10,1,893.75,893.75
23355,12313,7,1,969.8,969.8
23356,12314,12,1,2088.22,2088.22
23357,12314,13,1,2174.44,2174.44
23358,12314,21,2,2743.56,5487.12
23359,12315,50,1,264.09,264.09
23360,12316,35,2,275.13,550.26
23361,12316,39,1,695.64,695.64
23362,12317,16,1,2419.78,2419.78
23363,12317,12,1,2088.22,2088.22
23364,12318,20,2,1115.56,2231.12
23365,12318,17,1,1287.64,1287.64
23366,12318,14,1,1834.35,1834.35
23367,12319,45,1,205.29,205.29
23368,12320,31,1,676.56,676.56
23369,12320,29,2,654.38,1308.76
23370,12321,45,1,205.29,205.29
23371,12322,38,1,1293.67,1293.67
23372,12323,40,1,846.15,846.15
23373,12323,36,2,1240.53,2481.06
23374,12324,42,1,562.47,562.47
23375,12324,38,1,1293.67,1293.67
23376,12324,36,1,1240.53,1240.53
23377,12325,15,1,2972.8,2972.8
23378,12326,26,1,776.2,776.2
23379,12326,27,1,377.09,377.09
23380,12327,40,2,846.15,1692.3
23381,12328,10,1,893.75,893.75
23382,12329,32,2,525.91,1051.82
23383,12330,10,1,893.75,893.75
23384,12331,36,1,,1240.53
23385,12332,54,1,386.2,386.2
23386,12332,46,3,301.02,903.06
23387,12332,53,1,394.6,394.6
23388,12333,37,3,664.45,1993.35
23389,12333,36,1,1240.53,1240.53
23390,12334,6,0,1477.04,1477.04
23391,12335,38,1,1293.67,1293.67
23392,12335,42,2,562.47,1124.94
23393,12335,44,1,1087.25,1087.25
23394,12335,40,2,846.15,1692.3
23395,12336,54,1,386.2,386.2
23396,12337,54,2,386.2,772.4
23397,12337,47,2,200.78,401.56
23398,12338,23,1,375.75,375.75
23399,12338,28,2,804.47,1608.94
23400,12339,33,3,988.73,2966.19
23401,12340,26,3,776.2,2328.6
23402,12341,43,1,434.65,434.65
23403,12341,42,1,562.47,562.47
23404,12342,2,3,2761.13,8283.39
23405,12342,8,3,1985.38,5956.14
23406,12343,28,1,804.47,804.47
23407,12344,41,1,893.22,893.22
23408,12345,6,1,1477.04,1477.04
23409,12345,11,1,922.42,922.42
23410,12346,5,1,1477.93,1477.93
23411,12346,8,1,1985.38,1985.38
23412,12346,6,1,1477.04,1477.04
23413,12347,30,1,654.36,654.36
23414,12347,28,3,804.47,2413.41
23415,12347,24,2,716.49,1432.98
23416,12347,23,2,375.75,751.5
23417,12348,17,1,,1287.64
23418,12348,12,1,2088.22,2088.22
23419,12349,28,3,804.47,2413.41
23420,12349,33,3,988.73,2966.19
23421,12350,29,1,654.38,654.38
23422,12350,33,1,,988.73
23423,12351,20,3,1115.56,3346.68
23424,12351,18,1,1916.95,1916.95
23425,12351,15,1,2972.8,2972.8
23426,12352,6,1,1477.04,1477.04
23427,12352,2,2,2761.13,5522.26
23428,12352,10,1,893.75,893.75
23429,12353,8,1,1985.38,1985.38
23430,12354,32,2,525.91,1051.82
23431,12355,32,1,525.91,525.91
23432,12356,52,1,243.4,243.4
23433,12356,50,1,264.09,264.09
23434,12357,17,2,1287.64,2575.28
23435,12358,19,3,,4464.21
23436,12358,14,1,1834.35,1834.35
23437,12359,15,2,2972.8,5945.6
23438,12360,12,1,,2088.22
23439,12361,23,2,375.75,751.5
23440,12361,31,1,676.56,676.56
23441,12361,26,1,776.2,776.2
23442,12362,38,1,1293.67,1293.67
23443,12363,9,1,3021.33,3021.33
23444,12363,8,1,1985.38,1985.38
23445,12363,11,1,922.42,922.42
23446,12364,10,2,893.75,1787.5
23447,12365,1,2,2489.4,4978.8
23448,12366,54,1,386.2,386.2
23449,12367,49,3,361.35,1084.05
23450,12367,51,1,389.69,389.69
23451,12367,53,1,394.6,394.6
23452,12368,5,1,1477.93,1477.93
23453,12368,8,2,1985.38,3970.76
23454,12369,25,2,669.38,1338.76
23455,12369,23,2,375.75,751.5
23456,12370,49,1,361.35,361.35
23457,12370,50,1,264.09,264.09
23458,12370,55,1,145.44,145.44
23459,12371,8,1,1985.38,1985.38
23460,12371,7,2,969.8,1939.6
23461,12371,10,1,893.75,893.75
23462,12371,5,1,1477.93,1477.93
23463,12372,54,1,386.2,386.2
23464,12373,35,1,275.13,275.13
23465,12373,43,0,434.65,434.65
23466,12374,40,1,846.15,846.15
23467,12375,47,1,200.78,200.78
23468,12376,55,1,145.44,145.44
23469,12376,52,2,243.4,486.8
23470,12376,45,1,205.29,205.29
23471,12377,22,1,844.84,844.84
23472,12377,21,1,2743.56,2743.56
23473,12377,18,3,1916.95,5750.85
23474,12377,13,1,2174.44,2174.44
23475,12378,52,1,243.4,243.4
23476,12378,47,2,200.78,401.56
23477,12379,54,2,386.2,772.4
23478,12379,46,2,301.02,602.04
23479,12379,55,1,145.44,145.44
23480,12380,40,3,846.15,2538.45
23481,12381,38,2,1293.67,2587.34
23482,12382,53,2,394.6,789.2
23483,12383,44,1,1087.25,1087.25
23484,12383,39,1,695.64,695.64
23485,12383,38,1,1293.67,1293.67
23486,12384,36,1,1240.53,1240.53
23487,12384,44,1,1087.25,1087.25
23488,12384,41,3,893.22,2679.66
23489,12385,45,1,205.29,205.29
23490,12385,49,1,361.35,361.35
23491,12386,51,2,389.69,779.38
23492,12386,47,1,200.78,200.78
23493,12387,26,1,776.2,776.2
23494,12388,55,1,145.44,145.44
23495,12388,51,1,389.69,389.69
23496,12388,50,1,,264.09
23497,12389,43,1,434.65,434.65
23498,12389,44,2,1087.25,2174.5
23499,12389,41,1,893.22,893.22
23500,12390,54,1,386.2,386.2
23501,12391,42,1,562.47,562.47
23502,12392,5,2,1477.93,2955.86
23503,12392,4,1,2270.49,2270.49
23504,12393,37,2,,1328.9
23505,12394,12,3,2088.22,6264.66
23506,12394,22,2,844.84,1689.68
23507,12394,21,2,,5487.12
23508,12394,15,1,2972.8,2972.8
23509,12395,11,1,922.42,922.42
23510,12395,3,2,782.44,1564.88
23511,12396,30,1,654.36,654.36
23512,12396,25,1,669.38,669.38
23513,12396,32,1,,525.91
23514,12396,26,1,776.2,776.2
23515,12397,14,2,1834.35,3668.7
23516,12398,25,1,669.38,669.38
23517,12398,26,2,776.2,1552.4
23518,12399,12,2,2088.22,4176.44
23519,12399,14,1,1834.35,1834.35
23520,12399,18,1,1916.95,1916.95
23521,12400,24,2,,1432.98
23522,12401,39,1,695.64,695.64
23523,12401,36,3,1240.53,3721.59
23524,12401,44,2,1087.25,2174.5
23525,12402,1,2,2489.4,4978.8
23526,12402,8,1,1985.38,1985.38
23527,12403,6,1,1477.04,1477.04
23528,12403,7,1,969.8,969.8
23529,12404,22,2,844.84,1689.68
23530,12405,26,1,776.2,776.2
23531,12406,28,1,804.47,804.47
23532,12407,50,1,264.09,264.09
23533,12407,55,1,145.44,145.44
23534,12407,48,1,233.58,233.58
23535,12407,47,2,200.78,401.56
23536,12408,20,1,1115.56,1115.56
23537,12409,44,2,1087.25,2174.5
23538,12409,43,1,434.65,434.65
23539,12409,37,2,664.45,1328.9
23540,12409,40,1,846.15,846.15
23541,12410,2,1,2761.13,2761.13
23542,12410,7,3,969.8,2909.4
23543,12411,46,1,301.02,301.02
23544,12412,18,1,1916.95,1916.95
23545,12413,10,1,893.75,893.75
23546,12413,6,1,1477.04,1477.04
23547,12414,12,1,2088.22,2088.22
23548,12414,20,2,1115.56,2231.12
23549,12414,21,2,2743.56,5487.12
23550,12414,15,2,2972.8,5945.6
23551,12415,30,2,654.36,1308.72
23552,12415,28,1,804.47,804.47
23553,12416,35,0,275.13,275.13
23554,12416,44,1,1087.25,1087.25
23555,12417,3,1,782.44,782.44
23556,12417,10,1,893.75,893.75
23557,12417,11,2,922.42,1844.84
23558,12417,6,1,1477.04,1477.04
23559,12418,26,1,776.2,776.2
23560,12419,27,1,377.09,377.09
23561,12420,48,2,,467.16
23562,12420,47,1,200.78,200.78
23563,12421,16,1,2419.78,2419.78
23564,12421,14,1,1834.35,1834.35
23565,12422,45,1,205.29,205.29
23566,12423,22,2,844.84,1689.68
23567,12423,16,2,2419.78,4839.56
23568,12423,14,1,1834.35,1834.35
23569,12424,13,1,2174.44,2174.44
23570,12425,19,1,1488.07,1488.07
23571,12425,17,1,1287.64,1287.64
23572,12426,9,1,3021.33,3021.33
23573,12427,46,1,301.02,301.02
23574,12427,49,1,361.35,361.35
23575,12428,9,1,3021.33,3021.33
23576,12429,32,2,525.91,1051.82
23577,12429,33,3,988.73,2966.19
23578,12429,29,1,654.38,654.38
23579,12430,33,2,988.73,1977.46
23580,12431,40,1,846.15,846.15
23581,12432,36,1,1240.53,1240.53
23582,12432,44,1,1087.25,1087.25
23583,12433,45,1,205.29,205.29
23584,12433,47,2,200.78,401.56
23585,12433,48,2,233.58,467.16
23586,12434,23,1,,375.75
23587,12435,5,3,1477.93,4433.79
23588,12435,2,1,2761.13,2761.13
23589,12436,53,1,394.6,394.6
23590,12437,47,3,200.78,602.34
23591,12437,52,1,243.4,243.4
23592,12438,14,1,1834.35,1834.35
23593,12438,16,2,2419.78,4839.56
23594,12438,22,1,844.84,844.84
23595,12438,17,1,1287.64,1287.64
23596,12439,25,1,669.38,669.38
23597,12439,29,3,,1963.14
23598,12439,30,1,654.36,654.36
23599,12440,18,1,1916.95,1916.95
23600,12440,22,1,844.84,844.84
23601,12441,19,1,1488.07,1488.07
23602,12441,13,1,2174.44,2174.44
23603,12442,42,1,562.47,562.47
23604,12443,49,1,361.35,361.35
23605,12443,47,3,200.78,602.34
23606,12443,54,1,386.2,386.2
23607,12443,55,1,145.44,145.44
23608,12444,12,2,2088.22,4176.44
23609,12445,50,1,264.09,264.09
23610,12445,55,1,145.44,145.44
23611,12446,4,1,2270.49,2270.49
23612,12446,10,2,893.75,1787.5
23613,12446,6,1,1477.04,1477.04
23614,12446,3,1,782.44,782.44
23615,12447,52,1,243.4,243.4
23616,12448,9,1,3021.33,3021.33
23617,12449,27,2,377.09,754.18
23618,12450,30,1,654.36,654.36
23619,12451,39,2,695.64,1391.28
23620,12451,40,-1,846.15,846.15
23621,12452,20,1,1115.56,1115.56
23622,12452,19,1,1488.07,1488.07
23623,12453,46,1,301.02,301.02
23624,12454,39,1,695.64,695.64
23625,12455,23,1,375.75,375.75
23626,12455,29,2,654.38,1308.76
23627,12456,44,1,1087.25,1087.25
23628,12456,34,1,823.09,823.09
23629,12457,41,1,893.22,893.22
23630,12458,54,1,386.2,386.2
23631,12458,49,1,361.35,361.35
23632,12458,45,1,205.29,205.29
23633,12459,26,2,776.2,1552.4
23634,12459,31,1,676.56,676.56
23635,12460,5,1,1477.93,1477.93
23636,12461,16,2,2419.78,4839.56
23637,12462,29,1,654.38,654.38
23638,12463,53,2,394.6,789.2
23639,12464,4,1,2270.49,2270.49
23640,12465,48,3,233.58,700.74
23641,12465,52,1,243.4,243.4
23642,12466,6,2,1477.04,2954.08
23643,12467,12,2,2088.22,4176.44
23644,12468,19,1,1488.07,1488.07
23645,12469,12,1,2088.22,2088.22
23646,12469,13,-1,2174.44,4348.88
23647,12470,3,1,782.44,782.44
23648,12471,1,2,2489.4,4978.8
23649,12471,8,1,1985.38,1985.38
23650,12472,30,2,654.36,1308.72
23651,12472,33,1,988.73,988.73
23652,12472,24,1,716.49,716.49
23653,12473,12,1,2088.22,2088.22
23654,12473,15,1,2972.8,2972.8
23655,12474,39,3,695.64,2086.92
23656,12474,37,1,664.45,664.45
23657,12474,44,2,1087.25,2174.5
23658,12474,38,1,1293.67,1293.67
23659,12475,36,1,1240.53,1240.53
23660,12476,41,1,893.22,893.22
23661,12477,53,1,394.6,394.6
23662,12478,22,1,844.84,844.84
23663,12479,49,0,361.35,722.7
23664,12479,45,2,205.29,410.58
23665,12480,37,1,664.45,664.45
23666,12480,42,1,562.47,562.47
23667,12481,8,1,1985.38,1985.38
23668,12481,10,1,893.75,893.75
23669,12481,5,1,1477.93,1477.93
23670,12481,11,2,922.42,1844.84
23671,12482,10,1,893.75,893.75
23672,12482,11,1,922.42,922.42
23673,12482,6,3,1477.04,4431.12
23674,12483,26,1,776.2,776.2
23675,12484,32,3,525.91,1577.73
23676,12485,6,1,1477.04,1477.04
23677,12485,9,2,3021.33,6042.66
23678,12485,3,1,782.44,782.44
23679,12486,25,2,669.38,1338.76
23680,12487,5,1,1477.93,1477.93
23681,12488,24,2,716.49,1432.98
23682,12489,34,1,823.09,823.09
23683,12490,39,1,695.64,695.64
23684,12490,43,2,,869.3
23685,12490,38,1,1293.67,1293.67
23686,12490,37,1,664.45,664.45
23687,12491,20,2,,2231.12
23688,12492,34,1,823.09,823.09
23689,12492,39,1,695.64,695.64
23690,12493,21,2,2743.56,5487.12
23691,12493,12,1,2088.22,2088.22
23692,12493,22,1,844.84,844.84
