return_id,order_details_id,return_reason,return_amount,return_status,return_date
3315,30830,Size too large,1477.93,Approved,2025-11-08
3316,30857,Color mismatch,782.44,Approved,2025-06-27
3317,30870,Changed mind,664.45,Approved,2025-06-30
3318,30872,Sole damage,1488.07,Approved,07/06/2025
3319,30877,Fabric quality poor,5956.14,Approved,2025-07-07
3320,30889,Product damaged,290.88,Pending,2026-03-20
3321,30910,Wrong size,4176.44,Approved,2024-09-06
3322,30915,Shade mismatch,1646.18,Approved,2024-11-25
3323,30922,Shade mismatch,434.65,Approved,2025-12-26
3324,30924,Size too small,5522.26,Approved,2026-01-08
3325,30934,Changed mind,1689.68,Approved,2026-04-01
3326,30946,Size too small,922.42,Approved,2026-08-26
3327,30952,Allergic reaction,1303.95,Approved,2026-09-02
3328,30958,Size issue,716.49,Approved,2026-08-27
3329,30980,Allergic reaction,1240.53,Approved,2026-01-18
3330,30986,Size too large,893.75,Approved,2025-06-23
3331,30992,Uncomfortable fit,1834.35,Rejected,2025-10-30
3332,31014,Uncomfortable fit,2174.44,Rejected,2026-03-28
3333,31024,Product damaged,1183.8,Approved,2026-06-19
3334,31030,Wrong size,1689.68,Approved,2026-06-21
3335,31042,Not as described,377.09,Approved,2026-09-03
3336,31062,Size too large,1477.04,Approved,2025-10-05
3337,31064,Changed mind,893.75,Approved,2025-09-29
3338,31067,Size too small,1477.04,Approved,2025-10-12
3339,31074,Not as described,1308.76,Pending,2025-11-08
3340,31077,Size too large,2955.86,Approved,2025-11-30
3341,31078,Changed mind,782.44,Approved,2025-11-26
3342,31079,Color mismatch,1477.04,Pending,2025-12-16
3343,31087,not as described,1432.98,Pending,2026-01-16
3344,31102,Size too large,3970.76,Approved,2026-04-07
3345,31115,Changed mind,1240.53,Approved,2024-11-05
3346,31138,Changed mind,3668.7,Approved,2025-05-08
3347,31166,Sole damage,5945.6,Rejected,2026-06-08
3348,31168,Size too large,4540.98,Approved,2026-06-04
3349,31169,Size too large,1939.6,Approved,2026-06-03
3350,31174,Sole damage,4176.44,Approved,2024-03-22
3351,31175,Changed mind,2231.12,Approved,2024-03-17
3352,31178,color mismatch,1287.64,Approved,2025-01-06
3353,31195,Changed mind,2270.49,Approved,2026-07-06
3354,31210,Changed mind,1834.35,Approved,2025-02-06
3355,31215,Product damaged,243.4,Approved,2025-10-22
3356,31219,Shade mismatch,562.47,Approved,2025-11-24
3357,31227,Shade mismatch,846.15,Pending,2026-06-15
3358,31236,Size too small,2270.49,Pending,2026-09-15
3359,31250,Changed mind,1834.35,Approved,2026-03-23
3360,31252,Sole damage,2743.56,Approved,2026-03-17
3361,31261,Size too small,3021.33,Approved,2026-08-17
3362,31265,Size too large,4433.79,Approved,2026-08-21
3363,31270,Color mismatch,2972.8,Approved,2026-08-20
3364,31275,Wrong size,5487.12,Rejected,2026-08-28
3365,31278,Color mismatch,1985.38,Approved,2026-08-27
3366,31293,PRODUCT DAMAGED,401.56,Approved,2026-09-11
3367,31301,Product damaged,264.09,Approved,2026-09-15
3368,31323,Size too small,922.42,Approved,2024-07-04
3369,31326,Color mismatch,1916.95,Approved,2024-08-28
3370,31327,Color mismatch,2174.44,Rejected,2024-09-03
3371,31337,Changed mind,969.8,Approved,2025-01-13
3372,31355,Fabric quality poor,969.8,Rejected,2025-11-10
3373,31364,Color mismatch,2489.4,Rejected,2025-12-23
3374,31384,Fabric quality poor,5956.14,Approved,2025-08-21
3375,31392,Shade mismatch,2587.34,Approved,2026-08-22
3376,31404,Changed mind,1115.56,Approved,2026-06-09
3377,31410,Size too large,2489.4,Approved,06 Dec 2025
3378,31422,Changed mind,1844.84,Approved,2026-06-30
3379,31423,Allergic reaction,1303.95,Rejected,2026-07-07
3380,31441,Changed mind,1985.38,Pending,2026-08-19
3381,31442,Color mismatch,3021.33,Approved,2026-08-14
3382,31444,Fabric quality poor,2489.4,Approved,2026-08-27
3383,31450,Allergic reaction,823.09,Approved,2026-08-28
3384,31451,Allergic reaction,562.47,Pending,2026-08-27
3385,31454,Not as described,988.73,Approved,2026-09-04
3386,31466,Color mismatch,2174.44,Approved,2025-09-04
3387,31469,Not as described,386.2,Approved,2025-10-02
3388,31473,Not as described,375.75,Approved,2025-12-12
3389,31474,Size issue,654.36,Approved,2025-12-07
3390,31478,Size too large,2909.4,Approved,2026-01-19
3391,31485,wrong size,1916.95,Approved,2026-03-28
3392,31490,Wrong size,1115.56,Pending,2026-03-26
3393,31498,Size issue,377.09,Approved,2026-06-05
3394,31500,Changed mind,669.38,Approved,2026-07-07
3395,31507,Wrong size,1287.64,Approved,2026-09-03
3396,31533,Size too small,8283.39,Approved,2025-06-30
3397,31535,Color mismatch,3346.68,Approved,2026-08-31
3398,31561,Color mismatch,3021.33,Approved,2025-08-19
3399,31562,Size too small,922.42,Pending,2025-08-24
3400,31570,Changed mind,1985.38,Approved,2026-06-22
3401,31571,Size issue,1432.98,Approved,2026-09-11
3402,31575,Changed mind,2761.13,Approved,2026-02-24
3403,31577,Shade mismatch,2469.27,Rejected,2026/02/21
3404,31581,Size issue,525.91,Approved,2026-02-21
3405,31584,Color mismatch,2088.22,Approved,2026-02-18
3406,31586,Shade mismatch,550.26,Approved,2026-02-21
3407,31601,Size too small,6042.66,Pending,2026-02-14
3408,31603,Size too small,1844.84,Approved,2026-02-20
3409,31605,Sole damage,1916.95,Approved,2026-02-23
3410,31612,Color mismatch,782.44,Pending,2025-12-22
3411,31614,Size too small,922.42,Approved,2025-12-16
3412,31615,Allergic reaction,846.15,Approved,2025-12-15
3413,31627,Wrong size,3668.7,Approved,2025-09-01
3414,31628,Color mismatch,893.75,Rejected,2025-10-21
3415,31634,Allergic reaction,434.65,Approved,2026-06-17
3416,31645,Uncomfortable fit,2743.56,Approved,2025-02-03
3417,31647,Uncomfortable fit,2419.78,Approved,2025-02-03
3418,31651,Not as described,233.58,Approved,2025-02-04
3419,31658,Not as described,145.44,Approved,2025-03-25
3420,31663,Changed mind,3970.76,Approved,2025-07-03
3421,31664,Color mismatch,6042.66,Approved,2025-07-07
3422,31665,Size too small,4978.8,Approved,2025-07-08
3423,31676,Color mismatch,4978.8,Approved,2025-08-18
3424,31679,Product damaged,275.13,Approved,2025-08-29
3425,31694,Not as described,1432.98,Approved,2025-12-11
3426,31709,Changed mind,1687.41,Approved,2026-06-02
3427,31714,Wrong size,2088.22,Approved,2026-06-20
3428,31721,Color mismatch,2419.78,Approved,2026-08-08
3429,31725,Changed mind,695.64,Approved,2026-08-21
3430,31732,Color mismatch,2972.8,Approved,2026-09-07
3431,31756,Color mismatch,1477.04,Pending,2025-01-27
3432,31762,Wrong size,1115.56,Approved,2025-02-15
3433,31769,Fabric quality poor,2909.4,Approved,2025-09-01
3434,31770,Changed mind,2909.4,Approved,2025-09-19
3435,31775,Changed mind,922.42,Approved,2026-01-13
3436,31776,Changed mind,2347.32,Pending,2026-01-06
3437,31777,Uncomfortable fit,2575.28,Approved,2026-01-10
3438,31779,Changed mind,1834.35,Approved,2026-01-25
3439,31781,Uncomfortable fit,6523.32,Approved,2026-02-02
3440,31784,Changed mind,1240.53,Rejected,2026-02-05
3441,31794,Size issue,654.36,Approved,2026-06-23
3442,31798,Color mismatch,2976.14,Pending,2026-09-02
3443,31800,Color mismatch,2743.56,Approved,2026-08-31
3444,31804,Product damaged,1124.94,Approved,2025-03-25
3445,31820,Allergic reaction,562.47,Pending,2026-01-20
3446,31835,Changed mind,1328.9,Approved,2024-11-16
3447,31844,Not as described,751.5,Approved,2025-10-19
3448,31852,Sole damage,1834.35,Approved,2025-10-19
3449,31855,Shade mismatch,823.09,Rejected,2025-10-30
3450,31860,Uncomfortable fit,1287.64,Approved,2025-10-20
3451,31871,Changed mind,4839.56,Approved,2025-10-20
3452,31880,Changed mind,5487.12,Approved,2025-10-20
3453,31881,Size issue,776.2,Approved,2023-04-18
3454,31885,Changed mind,922.42,Approved,2023-10-12
3455,31886,Changed mind,1477.93,Approved,2023-10-06
3456,31889,Size too large,2270.49,Approved,2024-06-14
3457,31891,Size too large,5522.26,Approved,2024-06-18
3458,31910,Changed mind,893.75,Approved,2026-08-28
3459,31922,Changed mind,1488.07,Approved,2025-01-08
3460,31934,Changed mind,4464.21,Approved,2025-06-26
3461,31935,Wrong size,3346.68,Approved,2025-06-29
3462,31953,Shade mismatch,664.45,Approved,2026-07-11
3463,31955,Allergic reaction,562.47,Approved,2026-07-07
3464,31959,Allergic reaction,550.26,Pending,2026-09-13
3465,31962,Size too small,5956.14,Approved,2026-08-20
3466,31963,Size too large,2761.13,Approved,2026-08-19
3467,31986,Changed mind,1608.94,Approved,2026-02-05
3468,31996,Allergic reaction,2538.45,Approved,2026-06-21
3469,32020,Product damaged,664.45,Approved,2026-05-18
3470,32024,Changed mind,1985.38,Approved,2026-05-22
3471,32026,Product damaged,722.7,Approved,2026-05-29
3472,32029,Size too large,1985.38,Approved,2026-06-16
3473,32040,Changed mind,1477.04,Approved,2026-08-06
3474,32045,Changed mind,1087.25,Approved,2026-08-23
3475,32079,Changed mind,1488.07,Approved,2026-05-21
3476,32083,Size too small,4540.98,Pending,2026-07-19
3477,32089,Product damaged,243.4,Approved,04/03/2025
3478,32091,Product damaged,275.13,Approved,2025-06-06
3479,32104,Allergic reaction,823.09,Approved,2026-02-05
3480,32106,Allergic reaction,2481.06,Pending,2026-02-02
3481,32121,Not as described,386.2,Approved,2026-02-04
3482,32128,Changed mind,844.84,Approved,2026-08-20
3483,32158,Product damaged,664.45,Rejected,2025-06-11
3484,32159,Color mismatch,2972.8,Rejected,2025-06-29
3485,32160,Changed mind,2743.56,Approved,2025-06-29
3486,32161,Changed mind,2174.44,Approved,2025-06-27
3487,32166,Wrong size,1115.56,Approved,2025-07-13
3488,32181,Changed mind,8283.39,Pending,2026-02-20
3489,32192,Changed mind,2761.13,Approved,2026-06-28
3490,32197,Shade mismatch,2481.06,Approved,2026-06-29
3491,32198,Size issue,716.49,Approved,2026-07-17
3492,32206,NOT AS DESCRIBED,389.69,Approved,2026-09-01
3493,32208,Uncomfortable fit,844.84,Approved,2025-09-03
3494,32213,Fabric quality poor,1787.5,Approved,2024-12-29
3495,32230,Fabric quality poor,969.8,Approved,2025-05-02
3496,32234,Shade mismatch,1293.67,Approved,2025-06-12
3497,32242,Uncomfortable fit,2231.12,Pending,2025-08-25
3498,32246,Changed mind,2086.92,Approved,2026-02-02
3499,32250,Color mismatch,1115.56,Approved,2026-06-21
3500,32258,Changed mind,2743.56,Approved,2025-10-27
3501,32263,Color mismatch,1477.93,Approved,2025-12-03
3502,32277,Changed mind,1051.82,Approved,2026-01-29
3503,32279,Shade mismatch,434.65,Approved,2024-12-19
3504,32282,Changed mind,695.64,Approved,2024-12-16
3505,32287,Uncomfortable fit,2972.8,Approved,2025-01-13
3506,32296,Changed mind,434.65,Approved,2025-02-07
3507,32300,Fabric quality poor,1564.88,Approved,2025-04-12
3508,32302,Fabric quality poor,2767.26,Approved,2025-04-26
3509,32327,Size too large,893.75,Approved,2026-03-19
3510,32328,Size too small,2270.49,Approved,2026-03-13
3511,32337,Fabric quality poor,2954.08,Approved,2025-01-11
3512,32345,Changed mind,1477.04,Approved,2026-03-09
3513,32380,Size too large,2954.08,Approved,2025-01-20
3514,32385,Color mismatch,969.8,Approved,2025-06-20
3515,32388,Uncomfortable fit,2575.28,Pending,2025-09-13
3516,32395,Color mismatch,2489.4,Pending,2026-01-06
3517,32402,Fabric quality poor,969.8,Approved,2025-12-25
3518,32404,Size too small,2270.49,Approved,2026-08-26
3519,32413,Color mismatch,4540.98,Rejected,2025-07-03
3520,32414,Fabric quality poor,8283.39,Approved,2025-06-24
3521,32415,Fabric quality poor,1477.93,Approved,2025-07-08
3522,32419,Color mismatch,1985.38,Approved,2025-08-20
3523,32425,Shade mismatch,1240.53,Approved,2026-01-02
3524,32428,Color mismatch,1477.04,Approved,2026-01-25
3525,32432,Color mismatch,782.44,Approved,2026-02-01
3526,32433,Fabric quality poor,7468.2,Approved,2026/02/26
3527,32441,Product damaged,1240.53,Approved,2026-04-08
3528,32444,Changed mind,1287.64,Approved,06/26/2026
3529,32448,Not as described,145.44,Approved,2026-07-02
3530,32452,Changed mind,3862.92,Approved,2026-07-23
3531,32461,Size issue,716.49,Pending,2026-08-24
3532,32471,Product damaged,1087.25,Approved,2025-10-27
3533,32482,Uncomfortable fit,3833.9,Approved,2026-08-22
3534,32484,UNCOMFORTABLE FIT,2972.8,Rejected,2026-08-22
3535,32492,Allergic reaction,1328.9,Approved,2026-08-22
3536,32495,Sole damage,2088.22,Pending,2026-08-28
3537,32506,Changed mind,772.4,Approved,2025-08-26
3538,32513,Fabric quality poor,2954.08,Approved,2025-02-07
3539,32520,Changed mind,2743.56,Approved,2025-06-02
3540,32527,FABRIC QUALITY POOR,1787.5,Pending,2026-01-05
3541,32529,Not as described,264.09,Approved,2026-03-19
3542,32556,Size too small,1477.93,Rejected,2025-01-26
3543,32558,Fabric quality poor,1844.84,Pending,2025-01-20
3544,32574,Allergic reaction,1087.25,Approved,2026-05-28
3545,32583,Size too small,1985.38,Approved,2024-08-24
3546,32588,Size too small,7468.2,Approved,2024-11-15
3547,32606,Fabric quality poor,4433.79,Approved,2025-06-24
3548,32616,uncomfortable fit,2534.52,Pending,2025-11-13
3549,32628,Changed mind,4540.98,Approved,2026-05-13
3550,32640,Color mismatch,4540.98,Approved,2026-05-12
3551,32646,Uncomfortable fit,3833.9,Approved,2024-08-23
3552,32653,Color mismatch,8230.68,Approved,2025-06-23
3553,32665,Product damaged,615.87,Approved,2026-08-30
3554,32669,Product damaged,264.09,Approved,2026-04-13
3555,32671,Changed mind,893.22,Approved,2024-08-29
3556,32682,Product damaged,386.2,Approved,2025-02-07
3557,32684,Size too small,893.75,Approved,2025-03-05
3558,32699,Changed mind,1488.07,Approved,2025-12-06
3559,32707,Size issue,375.75,Approved,2026-03-17
3560,32733,Changed mind,6811.47,Approved,2026-04-30
3561,32734,Size too large,1477.93,Approved,2026-04-20
3562,32735,Not as described,654.38,Pending,2026-04-30
3563,32753,Color mismatch,2761.13,Pending,2026-05-09
3564,32754,Fabric quality poor,1564.88,Approved,2026-05-16
3565,32765,Allergic reaction,1240.53,Approved,2026-05-14
3566,32769,Fabric quality poor,2681.25,Approved,2026-05-17
3567,32770,Color mismatch,6042.66,Approved,2026-05-27
3568,32787,Size too small,1985.38,Approved,2026-08-19
3569,32795,Changed mind,4348.88,Approved,2026-08-31
3570,32818,Allergic reaction,1328.9,Approved,04-12-2025
3571,32842,Not as described,290.88,Approved,2026-08-31
3572,32867,Wrong size,2743.56,Pending,2024-01-14
3573,32873,Allergic reaction,846.15,Rejected,2024-06-21
3574,32883,Changed mind,823.09,Approved,2025-10-07
3575,32895,Changed mind,988.73,Approved,2026-08-19
3576,32915,Not as described,264.09,Approved,2026-06-24
3577,32920,Allergic reaction,823.09,Rejected,2026-08-18
3578,32921,Product damaged,846.15,Approved,2026-08-25
3579,32927,Not as described,669.38,Pending,2025-02-06
3580,32931,Color mismatch,2088.22,Approved,2025-07-12
3581,32942,Changed mind,2088.22,Approved,2025-10-09
3582,32950,Size issue,716.49,Approved,2026-04-05
3583,32951,Changed mind,1608.94,Pending,2026-04-12
3584,32961,Changed mind,602.04,Rejected,2026-09-05
3585,32963,Changed mind,2270.49,Approved,2026-09-02
3586,32964,Fabric quality poor,922.42,Approved,2026-09-04
3587,32965,FABRIC QUALITY POOR,782.44,Approved,2026-09-09
3588,32968,Fabric quality poor,893.75,Approved,2026-09-14
3589,32985,Changed mind,772.4,Pending,2026-08-13
3590,33001,Size issue,654.38,Approved,2026-08-18
3591,33002,Changed mind,669.38,Approved,2026-08-27
3592,33012,Uncomfortable fit,844.84,Approved,2026-08-29
3593,33015,Color mismatch,1115.56,Pending,2026-09-08
3594,33018,Size too small,2767.26,Pending,2026-08-30
3595,33031,Color mismatch,1287.64,Approved,08 Sep 2026
3596,33056,Allergic reaction,434.65,Approved,2026-01-02
3597,33058,Size issue,776.2,Approved,2026-01-12
3598,33073,Allergic reaction,1328.9,Approved,2026-03-07
3599,33075,Color mismatch,1115.56,Approved,2026-03-17
3600,33077,Uncomfortable fit,2419.78,Approved,2026-03-20
3601,33080,Color mismatch,4978.8,Approved,2026-06-16
3602,33082,Uncomfortable fit,2088.22,Approved,2026-06-16
3603,33083,Sole damage,1689.68,Rejected,2026-06-24
3604,33095,Wrong size,2743.56,Pending,2026-07-28
3605,33107,Allergic reaction,846.15,Approved,2026-08-29
3606,33128,Size issue,1963.08,Pending,2025-05-14
3607,33138,Not as described,776.2,Pending,2025-08-27
3608,33146,Fabric quality poor,4540.98,Approved,2025-11-06
3609,33164,Uncomfortable fit,2419.78,Pending,2024-12-24
3610,33165,Uncomfortable fit,2174.44,Approved,2024-12-28
3611,33167,Sole damage,844.84,Approved,2025-01-01
3612,33173,Shade mismatch,695.64,Approved,2025-03-15
3613,33183,Size too large,5522.26,Approved,2025-11-16
3614,33218,Product damaged,233.58,Approved,2026-08-19
3615,33233,Sole damage,1488.07,Approved,2025-08-16
3616,33240,Fabric quality poor,1985.38,Approved,2026-01-03
3617,33260,Sole damage,2419.78,Approved,2026-08-27
3618,33266,Color mismatch,2976.14,Approved,2026-04-30
3619,33267,Size issue,1127.25,Pending,2026-05-07
3620,33276,Changed mind,6042.66,Approved,2026-06-13
3621,33279,Size too small,2955.86,Approved,2026-06-07
3622,33285,Not as described,988.73,Pending,2026-06-27
3623,33312,Shade mismatch,2481.06,Approved,2026-08-28
3624,33314,Not as described,410.58,Approved,2026-09-01
3625,33325,Size issue,669.38,Approved,2025-09-09
3626,33333,Sole damage,4839.56,Approved,2025-12-23
3627,33338,Fabric quality poor,1564.88,Approved,2026-03-24
3628,33343,Fabric quality poor,2761.13,Approved,2026-07-17
3629,33352,Changed mind,1939.6,Approved,2023-10-26
3630,33371,Product damaged,823.09,Approved,2024-09-05
3631,33373,Wrong size,1834.35,Approved,2024-10-10
3632,33395,Changed mind,969.8,Approved,2025-01-15
3633,33396,Size too large,4540.98,Approved,2025-01-15
3634,33409,Changed mind,264.09,Approved,2026-01-10
3635,33413,Size too small,1564.88,Rejected,2026-07-31
3636,33435,Size issue,1308.72,Pending,2025-01-07
3637,33437,Changed mind,6811.47,Approved,2025-03-01
3638,33456,Size too large,1844.84,Approved,01/19/2026
3639,33469,Size too large,3970.76,Approved,2026-08-21
3640,33479,Sole damage,1916.95,Rejected,2025-12-22
3641,33480,Wrong size,4839.56,Approved,2025-02-09
3642,33488,Size too large,3021.33,Approved,2026-06-15
3643,33496,Size too small,1985.38,Rejected,2025-01-29
3644,33504,Changed mind,716.49,Approved,2025-04-17
3645,33506,Size too large,2489.4,Approved,2025-08-23
3646,33512,Size too small,1939.6,Approved,2026-05-01
3647,33532,Changed mind,676.56,Approved,2025-10-18
3648,33547,Uncomfortable fit,2174.44,Approved,2024-03-17
3649,33559,Product damaged,3721.59,Approved,2024-09-06
3650,33562,Color mismatch,2955.86,Approved,2024-11-03
3651,33580,Shade mismatch,3261.75,Approved,2025-07-09
3652,33581,Changed mind,275.13,Approved,2025-07-06
3653,33584,Fabric quality poor,1985.38,Approved,2025-08-23
3654,33585,Not as described,1608.94,Approved,2025-09-30
3655,33607,Product damaged,893.22,Approved,2023-09-09
3656,33615,Allergic reaction,1293.67,Approved,2023-10-02
3657,33616,Size issue,776.2,Pending,2024-01-08
3658,33618,Fabric quality poor,1844.84,Approved,2024-04-29
3659,33624,Size issue,716.49,Rejected,2025-01-06
3660,33642,Size too large,2489.4,Approved,2025-10-14
3661,33668,Fabric quality poor,1564.88,Approved,2026-03-29
3662,33688,Fabric quality poor,1477.93,Approved,2026-07-23
3663,33705,Allergic reaction,1328.9,Approved,2025-05-11
3664,33707,Changed mind,2088.22,Approved,2025-09-26
3665,33714,SIZE ISSUE,1308.72,Approved,2026-02-04
3666,33735,Shade mismatch,1240.53,Approved,2025-07-12
3667,33736,Allergic reaction,664.45,Approved,2025-11-03
3668,33747,Color mismatch,2743.56,Approved,2026-08-31
3669,33751,Product damaged,275.13,Approved,2025-04-29
3670,33762,Size too large,922.42,Approved,2025-12-06
3671,33763,Fabric quality poor,1477.93,Approved,2024-09-22
3672,33771,Allergic reaction,1293.67,Approved,2025-08-21
3673,33798,Changed mind,1787.5,Approved,2026-08-13
3674,33832,Wrong size,2174.44,Approved,2026-09-13
3675,33840,Product damaged,1646.18,Approved,2026-02-18
3676,33850,Sole damage,6264.66,Approved,2026-02-17
3677,33879,Size too small,4978.8,Rejected,2025-11-02
3678,33914,Sole damage,3833.9,Approved,2024-12-30
3679,33915,Size too small,782.44,Pending,01/05/2025
3680,33920,Uncomfortable fit,1916.95,Pending,2025-05-08
3681,33921,Changed mind,1115.56,Approved,2025-05-09
3682,33938,Not as described,654.38,Approved,2025-11-05
3683,33953,Shade mismatch,1391.28,Approved,2026-06-17
3684,33955,Changed mind,1051.82,Approved,2026-06-30
3685,33961,Fabric quality poor,2489.4,Approved,2026-09-09
3686,33977,Changed mind,6811.47,Approved,2023-08-12
3687,33978,Color mismatch,969.8,Approved,2023-08-06
3688,33979,Color mismatch,782.44,Approved,2023-08-13
3689,33988,Size issue,2328.6,Approved,2024-06-27
3690,34012,Size too large,2270.49,Approved,2026-03-06
3691,34045,Changed mind,1488.07,Pending,2025-01-05
3692,34047,Wrong size,2743.56,Approved,2025-02-23
3693,34054,Color mismatch,969.8,Approved,2025-07-15
3694,34064,Color mismatch,2270.49,Approved,2025-12-01
3695,34078,FABRIC QUALITY POOR,3970.76,Approved,2026-02-24
3696,34086,Changed mind,922.42,Approved,2026-08-04
3697,34093,Uncomfortable fit,1916.95,Approved,2026-08-22
3698,34099,Not as described,654.36,Approved,2025-02-25
3699,34107,Product damaged,869.3,Pending,2025-10-30
3700,34112,Sole damage,2743.56,Approved,2026-01-21
3701,34115,Not as described,1353.12,Pending,2026-06-30
3702,34124,Color mismatch,844.84,Approved,2023-10-28
3703,34135,Wrong size,1287.64,Approved,2024-10-28
3704,34137,Changed mind,664.45,Approved,2025-01-12
3705,34151,Not as described,528.18,Pending,2026-02-13
3706,34162,Color mismatch,2419.78,Approved,2026-06-07
3707,34163,Wrong size,2972.8,Approved,2026-06-09
3708,34191,Changed mind,3021.33,Approved,2026-08-07
3709,34197,Allergic reaction,1293.67,Approved,2026-09-03
3710,34215,Size issue,669.38,Approved,2025-09-01
3711,34231,Size too large,3970.76,Approved,2025-09-05
3712,34263,Fabric quality poor,2270.49,Approved,2025-06-16
3713,34270,Size too large,2955.86,Approved,2025-08-27
3714,34273,Changed mind,1287.64,Approved,2025-09-04
3715,34278,Product damaged,664.45,Approved,2025-10-25
3716,34288,Not as described,676.56,Approved,2025-12-12
3717,34300,Sole damage,2743.56,Approved,2024-11-05
3718,34301,Uncomfortable fit,3833.9,Approved,2025-07-07
3719,34309,Changed mind,1115.56,Rejected,2026-02-28
3720,34310,Wrong size,2743.56,Rejected,2026-02-24
3721,34311,Changed mind,844.84,Approved,2026-03-06
3722,34318,Uncomfortable fit,2972.8,Approved,2026-02-26
3723,34319,Size too large,1477.04,Approved,2026-02-26
3724,34323,Size too large,1787.5,Approved,2026-03-03
3725,34328,Size too small,782.44,Rejected,2024-07-12
3726,34334,Changed mind,5945.6,Approved,2026-02-06
3727,34353,Color mismatch,1115.56,Approved,2024-02-03
3728,34359,Changed mind,776.2,Approved,2024-09-29
3729,34361,Size too small,1477.04,Approved,2024-11-03
3730,34365,Color mismatch,3021.33,Approved,2024-12-13
3731,34389,Color mismatch,5945.6,Approved,2025-02-02
3732,34390,Wrong size,1115.56,Approved,2025-02-11
3733,34391,Size too large,922.42,Pending,2025-03-24
3734,34394,Size too small,6042.66,Rejected,2025-03-29
3735,34406,Sole damage,1916.95,Approved,2025-04-17
3736,34418,Color mismatch,3862.92,Approved,2025-03-25
3737,34434,Fabric quality poor,2681.25,Approved,22 Dec 2024
3738,34473,Changed mind,893.75,Rejected,2025-05-20
3739,34484,Fabric quality poor,782.44,Pending,2024-11-19
3740,34491,Sole damage,2972.8,Rejected,2025-09-02
3741,34492,Sole damage,1834.35,Approved,2025-09-03
3742,34499,Not as described,200.78,Pending,2025-11-17
3743,34501,Size too small,1477.93,Approved,2025-11-24
3744,34531,Product damaged,264.09,Approved,2023-12-02
3745,34533,Not as described,361.35,Approved,2023-12-11
3746,34544,Color mismatch,2270.49,Approved,2024-03-26
3747,34564,Fabric quality poor,4540.98,Approved,2025-08-28
3748,34589,Changed mind,525.91,Approved,2026-05-26
3749,34597,Size too small,3021.33,Rejected,2026-08-20
3750,34627,Wrong size,1115.56,Approved,2026-08-26
3751,34639,Not as described,654.38,Approved,2025-08-29
3752,34646,Changed mind,1916.95,Approved,2025-10-17
3753,34653,Changed mind,2743.56,Pending,2024-01-06
3754,34654,Changed mind,1834.35,Approved,2024-01-14
3755,34656,Fabric quality poor,893.75,Pending,2024-07-20
3756,34657,Size too small,3021.33,Approved,2024-07-10
3757,34659,Not as described,776.2,Approved,2024-10-24
3758,34660,Changed mind,2743.56,Approved,2024-11-07
3759,34663,Color mismatch,969.8,Approved,2025-05-01
3760,34666,Size too small,2761.13,Approved,2025-04-29
3761,34669,Wrong size,2088.22,Pending,2025-09-03
3762,34672,Changed mind,669.38,Approved,2025-10-12
3763,34680,Changed mind,2954.08,Approved,2026-03-31
3764,34706,Changed mind,1985.38,Approved,2025-09-09
3765,34707,Fabric quality poor,922.42,Approved,2025-09-10
3766,34709,Color mismatch,1477.93,Pending,2025-09-04
3767,34712,Size too small,1564.88,Pending,2025-10-31
3768,34720,Not as described,754.18,Approved,2023-11-18
3769,34721,Sole damage,2743.56,Rejected,2023-12-24
3770,34727,Product damaged,562.47,Approved,2024-04-27
3771,34734,Color mismatch,1985.38,Approved,2026-01-28
3772,34739,Fabric quality poor,893.75,Approved,2025-04-30
3773,34765,Wrong size,2972.8,Approved,2025-12-17
3774,34766,Color mismatch,3833.9,Approved,2025-12-07
3775,34778,Changed mind,8230.68,Approved,2025-10-15
3776,34781,Wrong size,2575.28,Approved,2025-11-04
3777,34798,Uncomfortable fit,1115.56,Pending,2024-02-18
3778,34808,Sole damage,2972.8,Approved,2026-01-27
3779,34809,Color mismatch,1115.56,Approved,2026-01-30
3780,34831,Changed mind,804.47,Approved,2025-12-13
3781,34838,Changed mind,1834.35,Approved,2026-03-20
3782,34853,Color mismatch,2174.44,Approved,2024-11-18
3783,34854,Size too small,1985.38,Approved,2024-11-20
3784,34866,Size too small,969.8,Approved,2025-08-25
3785,34874,Changed mind,375.75,Approved,2026-03-11
3786,34883,changed mind,1564.88,Approved,2025-01-26
3787,34886,Uncomfortable fit,2088.22,Approved,2025-02-03
3788,34889,Changed mind,654.36,Approved,2025-03-14
3789,34893,Size too large,2761.13,Approved,2025-03-22
3790,34901,Changed mind,467.16,Rejected,2025-06-20
3791,34921,Not as described,386.2,Approved,2026-01-05
3792,34939,Product damaged,386.2,Approved,2026-03-17
3793,34949,Size too large,2767.26,Approved,2026-08-09
3794,34950,Fabric quality poor,1787.5,Approved,2026-08-15
3795,34952,Wrong size,2231.12,Pending,24-08-2026
3796,34955,Product damaged,434.65,Approved,2026-08-23
3797,34957,Size too small,2489.4,Approved,2026-09-06
3798,34977,Not as described,669.38,Approved,2026-07-07
3799,35011,Changed mind,664.45,Approved,2025-02-20
3800,35013,Changed mind,434.65,Approved,2025-02-22
3801,35014,Changed mind,922.42,Approved,2025-03-21
3802,35031,Changed mind,1240.53,Rejected,2025/12/27
3803,35034,Uncomfortable fit,2088.22,Approved,2026-01-10
3804,35039,Size too small,7468.2,Approved,2026-04-02
3805,35044,Changed mind,1293.67,Approved,2026-06-10
3806,35046,Uncomfortable fit,844.84,Approved,2026-06-25
